,키워드,"PC
 검색량","MB
 검색량","전체
 검색량",속성,"지식인
글개수
","카페
 글개수","인플
 글개수","블로그
 글개수",1탭,2탭,3탭,4탭,5탭,6탭,7탭,8탭,9탭,10탭,접촉지점,"탭순서
갱신일",파워링크,브랜드컨텐츠,가격비교,네플스,클립,,관련문서,,,,,,,,,,인기글7,,인기글3,,스마트블록,뉴스,,웹문서,,동영상,,이미지,확인일,자리상단하단
1100,척추수술,140,480,620,-,1,5,1,7,파워링크,AI 브리핑,지식iN 의사 답변,건강·의학 브랜드 콘텐츠,네이버 클립,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,척추센터,20,120,140,-,0,4,0,5,파워링크,브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,척추성형술,200,480,680,-,3,3,3,5,파워링크,AI 브리핑,건강 주제 네이버 메이트,네이버 클립,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,척추뼈,440,"2,060","2,500",-,1,4,1,5,AI 브리핑,인플루언서서비스 홈 바로가기,파워링크,이미지,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,척추분리증치료,80,480,560,-,3,6,3,6,파워링크,AI 브리핑,건강 소식,함께 찾는 질병,관련 경험 카페글,척추분리증치료' 브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,척추분리증수술,50,220,270,-,3,4,3,6,파워링크,AI 브리핑,건강 주제 네이버 메이트,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,척추분리증,"1,420","7,020","8,440",-,3,5,3,7,파워링크,AI 브리핑,건강 소식,지식iN 의사 답변,함께 찾는 질병,척추분리증과 전방전위증의 증상과 치료 방법,인플루언서서비스 홈 바로가기,네이버 클립,척추분리증' 브랜드 콘텐츠,이미지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,척추보호대,70,450,520,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강 주제 네이버 메이트,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,척추보조기,80,430,510,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강 주제 네이버 메이트,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,척추병원,210,"1,330","1,540",-,0,4,0,6,파워링크,네이버 클립,건강·의학 브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,척추베개,30,310,340,-,0,0,0,1,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,척추방석,50,190,240,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,척추모양,40,360,400,-,3,1,3,2,AI 브리핑,건강 주제 네이버 메이트,관련문서,이미지,파워링크,함께 많이 찾는,관련문서,웹문서,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,척추명의,80,470,550,-,1,5,1,5,관련문서,브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,척추마사지기,20,100,120,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,척추마사지,20,120,140,-,3,2,3,7,파워링크,네이버 가격비교,네이버플러스 스토어,건강 주제 네이버 메이트,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,척추디스크파열,5,130,135,-,2,5,2,5,파워링크,AI 브리핑,건강 주제 네이버 메이트,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,척추디스크증상,20,210,230,-,2,5,2,7,파워링크,AI 브리핑,건강 주제 네이버 메이트,이미지,함께 많이 찾는,관련문서,웹문서,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,척추디스크,70,360,430,-,1,4,1,6,파워링크,건강 주제 네이버 메이트,브랜드 콘텐츠,네이버 클립,인플루언서서비스 홈 바로가기,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,관련문서,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,척추내시경수술비,20,270,290,-,0,5,0,2,파워링크,AI 브리핑,건강 주제 네이버 메이트,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,척추내시경,100,210,310,-,1,3,1,6,파워링크,건강 주제 네이버 메이트,건강·의학 브랜드 콘텐츠,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,척추기립근운동,170,800,970,-,3,5,3,6,AI 브리핑,건강 주제 네이버 메이트,관련문서,네이버 클립,인플루언서서비스 홈 바로가기,파워링크,이미지,함께 많이 찾는,관련문서,웹문서,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,척추기립근,520,"2,190","2,710",-,2,2,2,5,AI 브리핑,건강 주제 네이버 메이트,관련문서,네이버 클립,인플루언서서비스 홈 바로가기,파워링크,이미지,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,척추교정비용,10,100,110,-,3,5,3,6,파워링크,관련문서,이미지,함께 많이 찾는,관련문서,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,척추교정밴드,10,120,130,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,척추교정기구,30,160,190,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강 주제 네이버 메이트,이미지,웹문서,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,척추교정기,140,850,990,-,0,3,0,2,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,건강·의학 인기글,웹문서,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,척추교정,180,"1,190","1,370",-,3,4,3,4,파워링크,건강·의학 브랜드 콘텐츠,건강 주제 네이버 메이트,네이버 클립,인플루언서서비스 홈 바로가기,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,관련문서,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,척추관협착증치료법,20,120,140,-,4,2,4,6,파워링크,AI 브리핑,건강 소식하단 정보 열고 닫기 버튼,진료 관련 통계하단 정보 열고 닫기 버튼,함께 찾는 질병,브랜드 콘텐츠,이미지,뉴스,함께 많이 찾는,관련문서,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,척추관협착증치료,40,80,120,-,3,6,3,6,파워링크,AI 브리핑,건강 소식하단 정보 열고 닫기 버튼,진료 관련 통계하단 정보 열고 닫기 버튼,함께 찾는 질병,관련 경험 카페글,네이버 클립,척추관협착증치료' 브랜드 콘텐츠,이미지,뉴스,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,척추관협착증증상,190,"1,390","1,580",-,3,8,3,5,파워링크,AI 브리핑,건강 소식하단 정보 열고 닫기 버튼,진료 관련 통계하단 정보 열고 닫기 버튼,함께 찾는 질병,관련 경험 카페글,네이버 클립,척추관협착증증상' 브랜드 콘텐츠,인플루언서서비스 홈 바로가기,이미지,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,척추관협착증운동법,10,130,140,-,2,5,2,5,AI 브리핑,건강 주제 네이버 메이트,관련문서,파워링크,네이버 클립,함께 많이 찾는,관련문서,이미지,웹문서,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,척추관협착증운동,190,"1,050","1,240",-,0,5,0,5,파워링크,건강 주제 네이버 메이트,브랜드 콘텐츠,네이버 클립,인플루언서서비스 홈 바로가기,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,척추관협착증수술,100,600,700,-,2,4,2,5,파워링크,건강 주제 네이버 메이트,브랜드 콘텐츠,네이버 클립,인플루언서서비스 홈 바로가기,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,척추관협착증,"1,150","3,970","5,120",-,3,10,3,4,파워링크,AI 브리핑,건강 소식하단 정보 열고 닫기 버튼,진료 관련 통계하단 정보 열고 닫기 버튼,지식iN 의사 답변,함께 찾는 질병,관련 경험 카페글,네이버 클립,척추관협착증' 브랜드 콘텐츠,이미지,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,척추관절,40,90,130,-,2,3,2,6,파워링크,브랜드 콘텐츠,네이버 가격비교,네이버플러스 스토어,네이버 클립,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,척추골절치료기간,10,150,160,-,5,4,5,6,파워링크,AI 브리핑,건강 주제 네이버 메이트,동영상,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,척추골절치료,50,460,510,-,3,4,3,6,파워링크,건강 주제 네이버 메이트,브랜드 콘텐츠,함께 많이 찾는,관련문서,이미지,뉴스,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,척추골절증상,10,180,190,-,3,2,3,6,AI 브리핑,건강 주제 네이버 메이트,파워링크,이미지,함께 많이 찾는,관련문서,웹문서,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,척추골절수술,40,90,130,-,2,4,2,3,AI 브리핑,건강 주제 네이버 메이트,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,척추골절보조기,20,220,240,-,3,3,3,7,파워링크,네이버 가격비교,네이버플러스 스토어,건강 주제 네이버 메이트,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,척추골절,230,"1,100","1,330",-,3,4,3,5,파워링크,건강 주제 네이버 메이트,건강·의학 브랜드 콘텐츠,인플루언서서비스 홈 바로가기,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,관련문서,웹문서,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,척추견인기,50,240,290,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강 주제 네이버 메이트,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,척추감압술,190,"1,170","1,360",-,1,3,1,5,파워링크,건강 주제 네이버 메이트,함께 많이 찾는,관련문서,이미지,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,척추mri비용,20,240,260,-,2,5,2,6,AI 브리핑,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,척추MRI,60,330,390,-,0,4,0,6,파워링크,AI 브리핑,함께 찾는 질병,브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,척추4번5번협착,80,490,570,-,3,5,3,8,파워링크,AI 브리핑,건강 주제 네이버 메이트,관련문서,이미지,함께 많이 찾는,관련문서,웹문서,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,척추4번5번위치,20,220,240,-,3,3,3,10,AI 브리핑,건강 주제 네이버 메이트,관련문서,파워링크,이미지,함께 많이 찾는,관련문서,웹문서,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,척추4번5번디스크,20,130,150,-,3,5,3,9,AI 브리핑,건강 주제 네이버 메이트,파워링크,이미지,관련문서,웹문서,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,척추4번5번,270,"2,700","2,970",-,2,5,3,9,파워링크,브랜드 콘텐츠,건강 주제 네이버 메이트,인플루언서서비스 홈 바로가기,이미지,관련문서,웹문서,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,척추3번4번,20,120,140,-,2,3,2,6,AI 브리핑,건강 주제 네이버 메이트,관련문서,파워링크,이미지,관련문서,웹문서,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,척추1번위치,10,120,130,-,3,4,3,6,파워링크,AI 브리핑,건강 주제 네이버 메이트,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,척추 4번 5번,300,"2,800","3,100",-,3,3,4,10,파워링크,건강 주제 네이버 메이트,건강·의학 브랜드 콘텐츠,네이버 클립,인플루언서서비스 홈 바로가기,이미지,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,척골마사지기,430,"4,090","4,520",-,0,1,0,6,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강·의학 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,챔피온프로,10,100,110,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,채용검진,950,"3,090","4,040",-,1,4,1,4,파워링크,건강·의학 브랜드 콘텐츠,함께 많이 찾는,관련문서,네이버 클립,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,창원허리병원추천,10,130,140,-,1,10,1,3,파워링크,관련문서,동영상,국내여행 주제 네이버 메이트,함께 많이 찾는,관련문서,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,창원허리병원,170,540,710,-,0,6,0,1,파워링크,함께 많이 찾는,건강·의학 인기글,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,창원통증클리닉,5,100,105,-,0,4,0,3,파워링크,관련문서,동영상,관련문서,이미지,웹문서,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,창원통증의학과,80,440,520,-,3,2,3,3,파워링크,관련문서,동영상,함께 많이 찾는,관련문서,웹문서,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,창원척추전문병원,10,100,110,-,1,5,1,4,파워링크,관련문서,함께 많이 찾는,관련문서,동영상,이미지,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,창원척추병원,50,90,140,-,1,5,1,1,파워링크,관련문서,동영상,이미지,뉴스,관련문서,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,창원어깨병원,30,230,260,-,0,5,0,2,파워링크,함께 많이 찾는,인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,창원신경외과,250,700,950,-,0,4,0,4,파워링크,관련문서,동영상,뉴스,함께 많이 찾는,관련문서,웹문서,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,창원무릎병원,60,290,350,-,0,5,0,3,파워링크,함께 많이 찾는,인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,창원마취통증의학과,50,300,350,-,2,1,2,5,파워링크,관련문서,동영상,함께 많이 찾는,관련문서,웹문서,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,창원도수치료,150,240,390,-,1,5,1,6,파워링크,관련문서,동영상,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,참치선물세트,80,100,180,-,0,2,0,5,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,이미지,상품리뷰 인기글,뉴스,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,차박매트리스,100,500,600,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,차량쿠션,90,580,670,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,차량용허리쿠션추천,10,100,110,-,0,4,0,10,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,동영상,관련문서,관련문서,이미지,웹문서,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,차량용여름방석,70,480,550,-,0,3,0,10,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,동영상,관련문서,뉴스,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,차량용목쿠션,"1,550","7,080","8,630",-,0,1,0,4,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,지금 볼만한 브랜드,상품리뷰 인기글,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,차량용등쿠션,70,490,560,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,차량용등받이쿠션,20,160,180,-,0,4,0,11,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,관련문서,관련문서,이미지,웹문서,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,차량목받침,20,160,180,-,0,0,0,1,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,차량등쿠션,10,130,140,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,차량등받이쿠션,30,220,250,-,0,3,0,9,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,동영상,관련문서,뉴스,관련문서,이미지,웹문서,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,차량등받이,60,370,430,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,찜질팩,"1,330","7,200","8,530",-,0,1,0,5,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,함께 많이 찾는,인플루언서서비스 홈 바로가기,상품리뷰 인기글,웹문서,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,찜질방,"6,230","141,400","147,630",-,0,5,0,7,파워링크,네이버 클립,국내여행 브랜드 콘텐츠,네이버 가격비교,네이버플러스 스토어,뉴스,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,찜질매트,30,190,220,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,찜질기,690,"1,160","1,850",-,0,4,0,2,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,인플루언서서비스 홈 바로가기,건강·의학 인기글,웹문서,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,집에서근력운동,80,420,500,-,3,7,3,5,파워링크,AI 브리핑,건강 주제 네이버 메이트,동영상,관련문서,이미지,네이버 가격비교,네이버플러스 스토어,뉴스,함께 많이 찾는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,집들이디퓨저,100,300,400,-,0,1,0,3,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,상품리뷰 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,짐볼추천,20,110,130,-,0,1,0,6,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,상품리뷰 인기글,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,짐볼의자,70,240,310,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,짐볼운동,130,"1,390","1,520",-,0,5,0,9,파워링크,기구별 운동법 정보,건강 주제 네이버 메이트,네이버 클립,인플루언서서비스 홈 바로가기,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,관련문서,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,질염좌욕,40,360,400,-,3,6,3,6,AI 브리핑,건강 주제 네이버 메이트,관련문서,네이버 가격비교,네이버플러스 스토어,이미지,파워링크,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
